G2B_목록번호,G2B_목록명,물품고유번호,캠퍼스,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,출력상태,승인상태,취득정리구분,운용부서코드,비고,운용확정일자
4321150324343967,노트북컴퓨터,M201700061,ERICA,2017-02-05,5920000,2017-02-15,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2017-02-26
4321150324343967,노트북컴퓨터,M201700062,ERICA,2017-02-05,5920000,2017-02-15,소프트웨어융합대학RC행정팀(ERICA),불용,6,미출력,확정,자체구입,C354,,2017-02-27
4321150324343967,노트북컴퓨터,M202400063,ERICA,2024-02-15,2430000,2024-02-25,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2024-03-12
4321150324343967,노트북컴퓨터,M202400064,ERICA,2024-02-15,2430000,2024-02-25,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2024-03-08
4321150324343967,노트북컴퓨터,M201700065,ERICA,2017-11-19,5700000,2017-11-25,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,,2017-12-08
4321150324343967,노트북컴퓨터,M201700066,ERICA,2017-11-19,5700000,2017-11-25,소프트웨어융합대학RC행정팀(ERICA),운용,6,미출력,확정,자체구입,C354,,2017-12-06
4321150324343967,노트북컴퓨터,M201700067,ERICA,2017-11-19,5700000,2017-11-25,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2017-12-20
4321150324343967,노트북컴퓨터,M201700068,ERICA,2017-11-19,5700000,2017-11-25,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2017-12-06
4321150324343967,노트북컴퓨터,M201700069,ERICA,2017-11-19,5700000,2017-11-25,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2017-12-06
4321150324343967,노트북컴퓨터,M202500070,ERICA,2025-10-15,1251000,2025-10-24,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2025-11-12
4321150324343967,노트북컴퓨터,M201500071,ERICA,2015-01-06,4388000,2015-01-11,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2015-01-27
4321150324343967,노트북컴퓨터,M201500072,ERICA,2015-01-06,4388000,2015-01-11,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2015-01-18
4321150324343967,노트북컴퓨터,M201500073,ERICA,2015-01-06,4388000,2015-01-11,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2015-01-27
4321150324343967,노트북컴퓨터,M201500074,ERICA,2015-01-06,4388000,2015-01-11,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2015-02-06
4321150324343967,노트북컴퓨터,M202100075,ERICA,2021-01-20,1236000,2021-01-26,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2021-02-03
4321150324343967,노트북컴퓨터,M201700076,ERICA,2017-11-03,1157000,2017-11-16,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,AI 실습 수업용 노트북,2017-12-11
4321150324343967,노트북컴퓨터,M202500077,ERICA,2025-07-26,1343000,2025-07-30,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,전산 실습실 공용 장비,2025-08-13
4321150324343967,노트북컴퓨터,M201900078,ERICA,2019-05-14,1125000,2019-05-20,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2019-05-29
4321150324343967,노트북컴퓨터,M201500079,ERICA,2015-11-09,4520000,2015-11-15,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2015-12-06
4321150324343967,노트북컴퓨터,M201500080,ERICA,2015-11-09,4520000,2015-11-15,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2015-11-24
4321150324343967,노트북컴퓨터,M201500081,ERICA,2015-11-09,4520000,2015-11-15,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2015-12-03
4321150324343967,노트북컴퓨터,M201500082,ERICA,2015-11-09,4520000,2015-11-15,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,,2015-11-28
4321150324343967,노트북컴퓨터,M202300083,ERICA,2023-09-06,5164000,2023-09-13,소프트웨어융합대학RC행정팀(ERICA),운용,6,미출력,확정,자체구입,C354,전산 실습실 공용 장비,2023-09-26
4321150324343967,노트북컴퓨터,M202300084,ERICA,2023-09-06,5164000,2023-09-13,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,전산 실습실 공용 장비,2023-10-01
4321150324343967,노트북컴퓨터,M202300085,ERICA,2023-09-06,5164000,2023-09-13,소프트웨어융합대학RC행정팀(ERICA),운용,6,미출력,확정,자체구입,C354,전산 실습실 공용 장비,2023-09-23
4321150324343967,노트북컴퓨터,M202300086,ERICA,2023-09-06,5164000,2023-09-13,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,전산 실습실 공용 장비,2023-09-26
4321150324343967,노트북컴퓨터,M201700087,ERICA,2017-02-20,3174000,2017-02-25,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,,2017-03-12
4321150324343967,노트북컴퓨터,M201700088,ERICA,2017-02-20,3174000,2017-02-25,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2017-03-15
4321150324343967,노트북컴퓨터,M201700089,ERICA,2017-02-20,3174000,2017-02-25,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2017-03-07
4321150324343967,노트북컴퓨터,M202400090,ERICA,2024-12-28,2630000,2025-01-03,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2025-01-30
4321150324343967,노트북컴퓨터,M202400091,ERICA,2024-12-28,2630000,2025-01-03,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2025-01-27
4321150324343967,노트북컴퓨터,M201800092,ERICA,2018-01-22,6005000,2018-01-26,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2018-02-13
4321150324343967,노트북컴퓨터,M201800093,ERICA,2018-01-22,6005000,2018-01-26,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2018-02-16
4321150324343967,노트북컴퓨터,M201800094,ERICA,2018-01-22,6005000,2018-01-26,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2018-02-12
4321150324343967,노트북컴퓨터,M201800095,ERICA,2018-01-22,6005000,2018-01-26,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2018-01-31
4321150324343967,노트북컴퓨터,M201800096,ERICA,2018-01-22,6005000,2018-01-26,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2018-02-04
4321150324343967,노트북컴퓨터,M202400097,ERICA,2024-07-15,5528000,2024-07-21,소프트웨어융합대학RC행정팀(ERICA),운용,6,미출력,확정,자체구입,C354,,2024-08-04
4321150324343967,노트북컴퓨터,M202400098,ERICA,2024-07-15,5528000,2024-07-21,소프트웨어융합대학RC행정팀(ERICA),운용,6,미출력,확정,자체구입,C354,,2024-08-09
4321150324343967,노트북컴퓨터,M202400099,ERICA,2024-07-15,5528000,2024-07-21,소프트웨어융합대학RC행정팀(ERICA),운용,6,미출력,확정,자체구입,C354,,2024-07-29
4321150324343967,노트북컴퓨터,M202400100,ERICA,2024-07-15,5528000,2024-07-21,소프트웨어융합대학RC행정팀(ERICA),운용,6,미출력,확정,자체구입,C354,,2024-08-11
4321150324343967,노트북컴퓨터,M201700101,ERICA,2017-08-24,2162000,2017-08-29,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2017-09-08
4321150324343967,노트북컴퓨터,M201700102,ERICA,2017-08-24,2162000,2017-08-29,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,,2017-09-22
4321150324343967,노트북컴퓨터,M201900103,ERICA,2019-12-25,1320000,2019-12-31,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,학과 공용 전산 자산,2020-01-17
4321150324343967,노트북컴퓨터,M201900104,ERICA,2019-06-09,4672000,2019-06-22,소프트웨어융합대학RC행정팀(ERICA),운용,6,미출력,확정,자체구입,C354,,2019-07-15
4321150324343967,노트북컴퓨터,M201900105,ERICA,2019-06-09,4672000,2019-06-22,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2019-07-05
4321150324343967,노트북컴퓨터,M201900106,ERICA,2019-06-09,4672000,2019-06-22,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2019-07-08
4321150324343967,노트북컴퓨터,M201900107,ERICA,2019-06-09,4672000,2019-06-22,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,,2019-06-27
4321150324343967,노트북컴퓨터,M201500108,ERICA,2015-04-19,1181000,2015-05-02,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2015-05-10
4321150324343967,노트북컴퓨터,M202300109,ERICA,2023-03-26,5248000,2023-03-31,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2023-04-19
4321150324343967,노트북컴퓨터,M202300110,ERICA,2023-03-26,5248000,2023-03-31,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2023-04-12
4321150324343967,노트북컴퓨터,M202300111,ERICA,2023-03-26,5248000,2023-03-31,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2023-04-14
4321150324343967,노트북컴퓨터,M202300112,ERICA,2023-03-26,5248000,2023-03-31,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2023-04-13
4321150324343967,노트북컴퓨터,M201500113,ERICA,2015-09-02,4120000,2015-09-05,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2015-09-26
4321150324343967,노트북컴퓨터,M201500114,ERICA,2015-09-02,4120000,2015-09-05,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2015-09-28
4321150324343967,노트북컴퓨터,M201500115,ERICA,2015-09-02,4120000,2015-09-05,소프트웨어융합대학RC행정팀(ERICA),불용,6,출력,확정,자체구입,C354,,2015-09-21
4321150324343967,노트북컴퓨터,M201500116,ERICA,2015-09-02,4120000,2015-09-05,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2015-09-30
4321150324343967,노트북컴퓨터,M202200117,ERICA,2022-12-23,2748000,2022-12-27,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2023-01-24
4321150324343967,노트북컴퓨터,M202200118,ERICA,2022-12-23,2748000,2022-12-27,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2023-01-16
4321150324343967,노트북컴퓨터,M201700119,ERICA,2017-10-15,6225000,2017-10-25,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2017-11-04
4321150324343967,노트북컴퓨터,M201700120,ERICA,2017-10-15,6225000,2017-10-25,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2017-11-17
4321150324343967,노트북컴퓨터,M201700121,ERICA,2017-10-15,6225000,2017-10-25,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,,2017-11-15
4321150324343967,노트북컴퓨터,M201700122,ERICA,2017-10-15,6225000,2017-10-25,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2017-11-02
4321150324343967,노트북컴퓨터,M201700123,ERICA,2017-10-15,6225000,2017-10-25,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2017-11-02
4321150324343967,노트북컴퓨터,M202400124,ERICA,2024-08-25,6335000,2024-09-01,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,교수·연구원 업무용,2024-09-22
4321150324343967,노트북컴퓨터,M202400125,ERICA,2024-08-25,6335000,2024-09-01,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,교수·연구원 업무용,2024-09-27
4321150324343967,노트북컴퓨터,M202400126,ERICA,2024-08-25,6335000,2024-09-01,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,교수·연구원 업무용,2024-09-15
4321150324343967,노트북컴퓨터,M202400127,ERICA,2024-08-25,6335000,2024-09-01,,처분,6,미출력,확정,자체구입,C354,교수·연구원 업무용,2024-09-17
4321150324343967,노트북컴퓨터,M202400128,ERICA,2024-08-25,6335000,2024-09-01,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,교수·연구원 업무용,2024-09-22
4321150324343967,노트북컴퓨터,M201500129,ERICA,2015-01-02,2346000,2015-01-06,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,,2015-02-01
4321150324343967,노트북컴퓨터,M201500130,ERICA,2015-01-02,2346000,2015-01-06,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,,2015-01-28
4321150324343967,노트북컴퓨터,M202200131,ERICA,2022-07-09,6645000,2022-07-12,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,학과 공용 전산 자산,2022-08-02
4321150324343967,노트북컴퓨터,M202200132,ERICA,2022-07-09,6645000,2022-07-12,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,학과 공용 전산 자산,2022-08-04
4321150324343967,노트북컴퓨터,M202200133,ERICA,2022-07-09,6645000,2022-07-12,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,학과 공용 전산 자산,2022-08-02
4321150324343967,노트북컴퓨터,M202200134,ERICA,2022-07-09,6645000,2022-07-12,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,학과 공용 전산 자산,2022-07-29
4321150324343967,노트북컴퓨터,M202200135,ERICA,2022-07-09,6645000,2022-07-12,소프트웨어융합대학RC행정팀(ERICA),처분,6,미출력,확정,자체구입,C354,학과 공용 전산 자산,2022-07-29
4321150324343967,노트북컴퓨터,M201700136,ERICA,2017-06-08,2104000,2017-06-18,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,학과 공용 전산 자산,2017-06-25
4321150324343967,노트북컴퓨터,M201700137,ERICA,2017-06-08,2104000,2017-06-18,소프트웨어융합대학RC행정팀(ERICA),처분,6,출력,확정,자체구입,C354,학과 공용 전산 자산,2017-07-03
4321150324343967,노트북컴퓨터,M202500138,ERICA,2025-01-08,6645000,2025-01-11,소프트웨어융합대학RC행정팀(ERICA),운용,6,미출력,확정,자체구입,C354,,2025-02-03
4321150324343967,노트북컴퓨터,M202500139,ERICA,2025-01-08,6645000,2025-01-11,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2025-01-29
4321150324343967,노트북컴퓨터,M202500140,ERICA,2025-01-08,6645000,2025-01-11,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2025-02-01
4321150324343967,노트북컴퓨터,M202500141,ERICA,2025-01-08,6645000,2025-01-11,소프트웨어융합대학RC행정팀(ERICA),취득,6,미출력,확정,자체구입,C354,,
4321150324343967,노트북컴퓨터,M202500142,ERICA,2025-01-08,6645000,2025-01-11,소프트웨어융합대학RC행정팀(ERICA),운용,6,출력,확정,자체구입,C354,,2025-01-22
