G2B_목록번호,G2B_목록명,캠퍼스,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,수량,승인상태,취득정리구분,운용부서코드,비고
4321150324343967,노트북컴퓨터,ERICA,2015-09-21,5645000,2015-09-28,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2020-09-11,2674000,2020-09-23,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2018-05-20,4800000,2018-05-24,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2026-01-15,1259000,2026-01-25,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2016-01-27,1204000,2016-02-01,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2023-06-15,1241000,2023-06-20,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2017-02-16,4504000,2017-03-01,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2022-06-26,4089000,2022-07-08,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,전산 실습실 공용 장비
4321150324343967,노트북컴퓨터,ERICA,2017-01-10,6010000,2017-01-20,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2024-02-20,1272000,2024-03-04,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2017-04-14,4420000,2017-04-23,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,AI 실습 수업용 노트북
4321150324343967,노트북컴퓨터,ERICA,2022-11-18,2560000,2022-11-26,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,기증,C354,
4321150324343967,노트북컴퓨터,ERICA,2017-10-16,5985000,2017-10-24,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2024-12-23,2766000,2024-12-29,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,전산 실습실 공용 장비
4321150324343967,노트북컴퓨터,ERICA,2019-01-25,6245000,2019-02-02,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,학과 공용 전산 자산
4321150324343967,노트북컴퓨터,ERICA,2017-01-19,1148000,2017-01-31,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2023-02-22,6675000,2023-03-07,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2015-10-11,1192000,2015-10-22,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2022-10-22,6735000,2022-10-31,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2017-07-01,4852000,2017-07-14,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,기증,C354,
4321150324343967,노트북컴퓨터,ERICA,2025-01-14,1383000,2025-01-20,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2018-06-28,1132000,,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,반려,자체구입,C354,재고 활용 권고
4321150324343967,노트북컴퓨터,ERICA,2018-07-11,6000000,2018-07-23,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2019-10-10,4348000,2019-10-19,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체제작,C354,
4321150324343967,노트북컴퓨터,ERICA,2017-01-08,1069000,2017-01-21,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2024-10-26,3609000,2024-11-01,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2019-09-28,5056000,2019-10-09,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2024-10-06,2460000,2024-10-15,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2016-09-27,3507000,2016-10-08,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,교수·연구원 업무용
4321150324343967,노트북컴퓨터,ERICA,2022-11-01,3966000,2022-11-13,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,학과 공용 전산 자산
4321150324343967,노트북컴퓨터,ERICA,2019-04-05,2242000,2019-04-17,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,전산 실습실 공용 장비
4321150324343967,노트북컴퓨터,ERICA,2017-03-22,5072000,2017-04-04,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2023-01-04,2474000,2023-01-16,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,AI 실습 수업용 노트북
4321150324343967,노트북컴퓨터,ERICA,2019-10-05,6210000,2019-10-13,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2015-09-13,4288000,2015-09-16,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,교수·연구원 업무용
4321150324343967,노트북컴퓨터,ERICA,2022-10-02,2270000,2022-10-11,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2016-10-10,5810000,2016-10-16,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2024-02-23,1197000,2024-02-27,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,AI 실습 수업용 노트북
4321150324343967,노트북컴퓨터,ERICA,2018-11-23,5012000,2018-11-28,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,AI 실습 수업용 노트북
4321150324343967,노트북컴퓨터,ERICA,2024-11-22,1192000,2024-11-26,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2016-06-09,3219000,2016-06-14,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2021-08-04,1162000,2021-08-07,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2016-12-04,6030000,2016-12-09,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2022-05-14,4868000,2022-05-25,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2017-11-16,2280000,2017-11-24,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2024-04-27,1411000,2024-05-03,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2015-07-02,2060000,2015-07-06,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,AI 실습 수업용 노트북
4321150324343967,노트북컴퓨터,ERICA,2023-02-02,2434000,2023-02-11,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2019-02-03,3753000,2019-02-15,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,교수·연구원 업무용
4321150324343967,노트북컴퓨터,ERICA,2024-03-14,4056000,2024-03-17,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2015-05-24,1038000,2015-05-30,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2020-10-13,3831000,2020-10-19,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2026-01-20,6755000,2026-01-30,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2017-12-08,6120000,2017-12-14,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,전산 실습실 공용 장비
4321150324343967,노트북컴퓨터,ERICA,2023-02-15,2310000,2023-02-28,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2015-05-21,3111000,2015-05-29,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,전산 실습실 공용 장비
4321150324343967,노트북컴퓨터,ERICA,2021-10-12,6645000,2021-10-23,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2018-08-11,3324000,2018-08-18,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체제작,C354,
4321150324343967,노트북컴퓨터,ERICA,2024-11-26,6375000,2024-12-03,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,교수·연구원 업무용
4321150324343967,노트북컴퓨터,ERICA,2015-05-20,5665000,2015-05-30,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2021-05-23,1163000,2021-05-26,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2016-07-10,4540000,2016-07-14,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2023-05-29,2496000,2023-06-11,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2019-07-13,5144000,2019-07-27,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2018-02-17,3423000,2018-02-27,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2024-10-28,5060000,2024-11-09,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2016-03-19,4604000,2016-03-31,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,학과 공용 전산 자산
4321150324343967,노트북컴퓨터,ERICA,2022-01-29,1348000,2022-02-08,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,AI 실습 수업용 노트북
4321150324343967,노트북컴퓨터,ERICA,2016-06-23,6125000,2016-07-01,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2024-03-03,5036000,2024-03-14,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2018-10-18,6485000,2018-10-27,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2025-01-28,4209000,2025-02-09,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체제작,C354,
4321150324343967,노트북컴퓨터,ERICA,2016-01-13,3477000,2016-01-16,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2021-08-05,2386000,2021-08-16,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,학과 공용 전산 자산
4321150324343967,노트북컴퓨터,ERICA,2017-05-17,3516000,2017-05-22,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,전산 실습실 공용 장비
4321150324343967,노트북컴퓨터,ERICA,2024-11-08,4956000,2024-11-16,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2019-04-13,4448000,2019-04-21,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2025-11-17,1207000,2025-11-26,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,전산 실습실 공용 장비
4321150324343967,노트북컴퓨터,ERICA,2015-08-06,2096000,2015-08-14,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,교수·연구원 업무용
4321150324343967,노트북컴퓨터,ERICA,2022-03-20,1345000,2022-03-24,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2019-01-24,3651000,2019-02-06,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2025-09-12,1177000,2025-09-26,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2018-11-18,4376000,2018-11-24,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2015-05-01,5825000,2015-05-15,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,AI 실습 수업용 노트북
4321150324343967,노트북컴퓨터,ERICA,2020-11-13,4512000,2020-11-23,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2019-09-10,1107000,2019-09-15,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2019-12-20,4876000,2020-01-02,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2018-09-20,5196000,2018-09-23,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2025-12-29,4720000,2026-01-12,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,AI 실습 수업용 노트북
4321150324343967,노트북컴퓨터,ERICA,2015-04-08,2360000,2015-04-18,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2023-02-17,3639000,2023-03-03,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2016-10-16,1223000,2016-10-20,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,학과 공용 전산 자산
4321150324343967,노트북컴퓨터,ERICA,2022-03-13,3918000,2022-03-22,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2015-12-21,2458000,2016-01-02,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2022-11-19,2374000,2022-11-26,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2019-11-23,2430000,2019-11-26,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2016-06-25,3672000,2016-07-02,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2023-04-15,6465000,2023-04-25,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,교수·연구원 업무용
4321150324343967,노트북컴퓨터,ERICA,2015-07-10,3615000,2015-07-19,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2023-04-25,2436000,2023-05-09,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2017-08-24,5695000,2017-09-06,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2024-04-19,4182000,2024-04-27,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,AI 실습 수업용 노트북
4321150324343967,노트북컴퓨터,ERICA,2018-02-23,2300000,2018-03-06,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2024-08-13,3618000,2024-08-21,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2017-12-13,3705000,2017-12-16,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체제작,C354,
4321150324343967,노트북컴퓨터,ERICA,2023-11-29,2682000,2023-12-12,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2018-08-25,3219000,2018-09-06,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,학과 공용 전산 자산
4321150324343967,노트북컴퓨터,ERICA,2023-09-30,4584000,2023-10-12,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324343967,노트북컴퓨터,ERICA,2018-11-21,5100000,2018-11-24,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,기증,C354,학과 공용 전산 자산
4321150324343967,노트북컴퓨터,ERICA,2024-02-14,2568000,2024-02-24,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,전산 실습실 공용 장비
4321150324343967,노트북컴퓨터,ERICA,2019-03-27,3723000,2019-04-09,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,전산 실습실 공용 장비
4321150324510198,노트북컴퓨터,ERICA,2018-10-03,2995000,2018-10-08,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,학과 공용 전산 자산
4321150324510198,노트북컴퓨터,ERICA,2025-04-12,2880000,2025-04-26,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2015-06-01,1707000,2015-06-15,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2022-04-30,2825000,2022-05-04,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,AI 실습 수업용 노트북
4321150324510198,노트북컴퓨터,ERICA,2016-06-25,2032000,2016-07-09,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2021-08-04,1164000,2021-08-07,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2016-10-02,1578000,2016-10-14,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,학과 공용 전산 자산
4321150324510198,노트북컴퓨터,ERICA,2023-03-06,3075000,2023-03-09,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2018-02-19,2910000,2018-02-28,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,학과 공용 전산 자산
4321150324510198,노트북컴퓨터,ERICA,2023-10-30,1142000,2023-11-06,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2019-08-22,2188000,2019-09-03,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2018-11-16,1716000,2018-11-19,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2024-08-19,1228000,2024-08-31,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2017-09-24,2990000,2017-10-08,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2024-12-21,1803000,2025-01-01,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2017-12-20,1827000,2017-12-28,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2024-08-18,1214000,2024-08-24,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2019-01-18,2460000,2019-01-29,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2025-07-09,1198000,2025-07-13,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2018-05-09,1156000,2018-05-23,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,AI 실습 수업용 노트북
4321150324510198,노트북컴퓨터,ERICA,2023-05-29,1300000,2023-06-05,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,기증,C354,
4321150324510198,노트북컴퓨터,ERICA,2019-09-03,1080000,2019-09-08,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2015-07-05,1208000,2015-07-14,소프트웨어융합대학RC행정팀(ERICA),취득,6,2,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2022-12-13,2576000,2022-12-21,소프트웨어융합대학RC행정팀(ERICA),취득,6,4,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2017-04-16,1701000,2017-04-27,소프트웨어융합대학RC행정팀(ERICA),취득,6,3,확정,자체구입,C354,교수·연구원 업무용
4321150324510198,노트북컴퓨터,ERICA,2022-12-18,579000,2022-12-29,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2016-02-09,2900000,2016-02-15,소프트웨어융합대학RC행정팀(ERICA),취득,6,5,확정,자체구입,C354,
4321150324510198,노트북컴퓨터,ERICA,2023-02-14,682000,2023-02-28,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,전산 실습실 공용 장비
4321150324510198,노트북컴퓨터,ERICA,2016-01-23,591000,2016-01-28,소프트웨어융합대학RC행정팀(ERICA),취득,6,1,확정,자체구입,C354,전산 실습실 공용 장비
