G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유,정리일자,불용일자,내용연수
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201900119,2019-07-16,7868000,폐기,폐품,내구연한 경과,2019-08-24,2024-07-31,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201900122,2019-07-16,7868000,폐기,폐품,내구연한 경과,2019-08-24,2023-05-06,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201900124,2019-07-16,7868000,폐기,중고품,구형화,2019-08-24,2023-04-25,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201900126,2019-07-16,7868000,매각,중고품,구형화,2019-08-24,2025-04-21,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201900131,2019-07-16,7868000,폐기,폐품,내구연한 경과,2019-08-24,2023-09-16,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201900134,2019-07-16,7868000,폐기,폐품,내구연한 경과,2019-08-24,2022-09-29,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201900136,2019-07-16,7868000,폐기,정비필요품,수리비용과다,2019-08-24,2025-11-16,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201900140,2019-07-16,7868000,폐기,폐품,내구연한 경과,2019-08-24,2022-09-20,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201900143,2019-07-16,7868000,폐기,정비필요품,수리비용과다,2019-08-24,2021-01-25,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900146,2019-04-01,14227000,폐기,정비필요품,수리비용과다,2019-04-06,2022-05-14,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900149,2019-04-01,14227000,폐기,정비필요품,수리비용과다,2019-04-06,2025-03-01,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900159,2019-04-01,14227000,매각,중고품,구형화,2019-04-06,2022-01-30,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900163,2019-04-01,14227000,폐기,중고품,활용부서부재,2019-04-06,2024-01-05,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900164,2019-04-01,14227000,매각,중고품,구형화,2019-04-06,2023-07-28,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900168,2019-04-01,14227000,폐기,정비필요품,수리비용과다,2019-04-06,2023-08-15,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900175,2019-04-01,14227000,폐기,폐품,내구연한 경과,2019-04-06,2022-02-14,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900179,2019-04-01,14227000,매각,중고품,구형화,2019-04-06,2021-12-30,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900181,2019-04-01,14227000,폐기,폐품,내구연한 경과,2019-04-06,2024-08-21,10
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202000188,2020-12-24,2387000,매각,중고품,구형화,2021-02-02,2025-07-31,6
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800195,2018-03-19,2731000,매각,중고품,활용부서부재,2018-03-24,2021-01-06,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800201,2018-03-19,2731000,폐기,폐품,내구연한 경과,2018-03-24,2024-06-15,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800203,2018-03-19,2731000,매각,중고품,구형화,2018-03-24,2021-06-03,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800204,2018-03-19,2731000,매각,중고품,활용부서부재,2018-03-24,2021-06-13,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700222,2017-04-15,15702000,폐기,폐품,내구연한 경과,2017-04-19,2019-02-15,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700223,2017-04-15,15702000,폐기,정비필요품,수리비용과다,2017-04-19,2019-06-03,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700227,2017-04-15,15702000,매각,폐품,내구연한 경과,2017-04-19,2025-08-09,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700230,2017-04-15,15702000,폐기,정비필요품,수리비용과다,2017-04-19,2019-06-16,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700232,2017-04-15,15702000,매각,신품,활용부서 부재,2017-04-19,2021-09-21,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700233,2017-04-15,15702000,폐기,폐품,내구연한 경과,2017-04-19,2024-05-06,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700243,2017-04-15,15702000,폐기,폐품,내구연한 경과,2017-04-19,2022-08-02,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700244,2017-04-15,15702000,폐기,정비필요품,수리비용과다,2017-04-19,2021-02-21,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700246,2017-04-15,15702000,폐기,폐품,내구연한 경과,2017-04-19,2024-04-06,10
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202000256,2020-12-26,3032000,폐기,정비필요품,수리비용과다,2021-01-01,2024-08-27,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201600261,2016-08-27,3982000,폐기,폐품,내구연한 경과,2016-08-30,2022-01-25,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201600262,2016-08-27,3982000,폐기,폐품,내구연한 경과,2016-08-30,2021-04-08,8
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201500270,2015-12-24,6855000,폐기,폐품,내구연한 경과,2016-01-31,2019-04-26,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201500272,2015-12-24,6855000,폐기,정비필요품,수리비용과다,2016-01-31,2020-08-09,6
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201900273,2019-11-09,15954000,폐기,폐품,내구연한 경과,2019-11-15,2021-04-09,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201900274,2019-11-09,15954000,매각,중고품,구형화,2019-11-15,2025-10-28,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201900276,2019-11-09,15954000,폐기,폐품,내구연한 경과,2019-11-15,2023-11-14,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201900277,2019-11-09,15954000,매각,중고품,구형화,2019-11-15,2021-11-02,7
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201800279,2018-07-29,524000,매각,중고품,활용부서부재,2018-09-16,2020-05-27,5
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900295,2019-11-25,9661000,도난,중고품,활용부서부재,2019-12-31,2023-04-18,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900299,2019-11-25,9661000,폐기,폐품,내구연한 경과,2019-12-31,2023-09-06,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900301,2019-11-25,9661000,폐기,정비필요품,수리비용과다,2019-12-31,2024-04-24,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900305,2019-11-25,9661000,폐기,정비필요품,수리비용과다,2019-12-31,2023-04-24,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900306,2019-11-25,9661000,폐기,정비필요품,수리비용과다,2019-12-31,2025-10-13,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900307,2019-11-25,9661000,폐기,정비필요품,수리비용과다,2019-12-31,2023-08-06,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900308,2019-11-25,9661000,폐기,폐품,내구연한 경과,2019-12-31,2023-10-09,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900310,2019-11-25,9661000,폐기,폐품,내구연한 경과,2019-12-31,2023-10-18,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900312,2019-11-25,9661000,폐기,정비필요품,수리비용과다,2019-12-31,2025-08-20,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900314,2019-11-25,9661000,매각,중고품,구형화,2019-12-31,2024-09-25,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900317,2019-11-25,9661000,폐기,폐품,내구연한 경과,2019-12-31,2023-01-15,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900320,2019-11-25,9661000,폐기,정비필요품,수리비용과다,2019-12-31,2024-10-27,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900322,2019-11-25,9661000,매각,중고품,구형화,2019-12-31,2021-06-03,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900324,2019-11-25,9661000,폐기,정비필요품,수리비용과다,2019-12-31,2021-12-07,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900326,2019-11-25,9661000,폐기,폐품,내구연한 경과,2019-12-31,2022-12-13,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900327,2019-11-25,9661000,폐기,폐품,내구연한 경과,2019-12-31,2025-10-15,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900328,2019-11-25,9661000,매각,신품,활용부서 부재,2019-12-31,2023-01-08,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900330,2019-11-25,9661000,매각,중고품,구형화,2019-12-31,2024-11-15,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900331,2019-11-25,9661000,폐기,폐품,내구연한 경과,2019-12-31,2022-02-21,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900333,2019-11-25,9661000,폐기,폐품,내구연한 경과,2019-12-31,2025-04-04,10
4322260926066170,"라우터, Netgear, (US)PR60X",M201600353,2016-11-25,3045000,폐기,정비필요품,수리비용과다,2016-11-26,2021-02-24,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201600354,2016-11-25,3045000,매각,중고품,구형화,2016-11-26,2020-06-16,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201600355,2016-11-25,3045000,폐기,폐품,내구연한 경과,2016-11-26,2020-09-04,6
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201500359,2015-09-01,3711000,매각,중고품,구형화,2015-09-07,2020-12-05,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201500364,2015-09-01,3711000,폐기,폐품,내구연한 경과,2015-09-07,2019-06-30,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201500373,2015-09-01,3711000,폐기,정비필요품,수리비용과다,2015-09-07,2024-11-02,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202000378,2020-11-01,10540000,폐기,폐품,내구연한 경과,2020-11-08,2025-10-24,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202000381,2020-11-01,10540000,폐기,정비필요품,수리비용과다,2020-11-08,2023-01-09,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202000384,2020-11-01,10540000,매각,중고품,구형화,2020-11-08,2025-04-16,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202000389,2020-11-01,10540000,매각,중고품,구형화,2020-11-08,2022-12-08,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202000390,2020-11-01,10540000,폐기,폐품,내구연한 경과,2020-11-08,2022-11-23,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202000407,2020-11-01,10540000,폐기,정비필요품,수리비용과다,2020-11-08,2025-12-05,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202000408,2020-11-01,10540000,매각,중고품,구형화,2020-11-08,2024-04-27,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202000414,2020-11-01,10540000,매각,중고품,구형화,2020-11-08,2024-01-25,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202000419,2020-11-01,10540000,매각,중고품,구형화,2020-11-08,2024-04-20,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202000421,2020-11-01,10540000,폐기,정비필요품,수리비용과다,2020-11-08,2024-03-25,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202000422,2020-11-01,10540000,폐기,폐품,내구연한 경과,2020-11-08,2022-06-29,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900433,2019-08-02,11043000,폐기,정비필요품,수리비용과다,2019-09-16,2025-03-03,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900434,2019-08-02,11043000,폐기,폐품,내구연한 경과,2019-09-16,2021-06-08,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900436,2019-08-02,11043000,폐기,정비필요품,수리비용과다,2019-09-16,2021-01-02,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900442,2019-08-02,11043000,폐기,폐품,내구연한 경과,2019-09-16,2024-12-14,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900445,2019-08-02,11043000,폐기,정비필요품,수리비용과다,2019-09-16,2025-08-05,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900450,2019-08-02,11043000,매각,중고품,활용부서부재,2019-09-16,2024-11-21,10
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201900464,2019-11-16,8870000,폐기,폐품,내구연한 경과,2019-12-29,2025-08-03,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201900466,2019-11-16,8870000,폐기,폐품,내구연한 경과,2019-12-29,2024-02-13,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201900468,2019-11-16,8870000,매각,중고품,구형화,2019-12-29,2024-12-06,5
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202100469,2021-10-19,320000,폐기,폐품,내구연한 경과,2021-12-11,2024-03-19,5
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202000470,2020-05-05,108000,폐기,폐품,내구연한 경과,2020-05-10,2024-01-05,4
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202000472,2020-05-05,108000,매각,중고품,구형화,2020-05-10,2022-02-19,4
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900477,2019-08-28,7516000,폐기,정비필요품,수리비용과다,2019-09-02,2022-05-23,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900479,2019-08-28,7516000,폐기,정비필요품,수리비용과다,2019-09-02,2025-03-13,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900480,2019-08-28,7516000,폐기,정비필요품,수리비용과다,2019-09-02,2022-06-17,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900482,2019-08-28,7516000,폐기,정비필요품,수리비용과다,2019-09-02,2022-03-21,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900486,2019-08-28,7516000,매각,중고품,구형화,2019-09-02,2021-10-07,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900490,2019-08-28,7516000,매각,중고품,구형화,2019-09-02,2025-07-13,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900492,2019-08-28,7516000,매각,폐품,내구연한 경과,2019-09-02,2021-03-29,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900493,2019-08-28,7516000,폐기,폐품,내구연한 경과,2019-09-02,2025-08-05,10
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202000505,2020-12-17,13947000,폐기,폐품,내구연한 경과,2021-02-03,2023-07-19,6
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202000506,2020-12-17,13947000,매각,중고품,구형화,2021-02-03,2023-06-20,6
4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M202000509,2020-12-17,13947000,매각,폐품,내구연한 경과,2021-02-03,2023-11-07,6
4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M202000517,2020-12-20,254000,폐기,정비필요품,수리비용과다,2020-12-22,2023-08-13,4
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201900527,2019-03-26,2860000,폐기,폐품,내구연한 경과,2019-04-02,2020-07-27,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201900529,2019-03-26,2860000,폐기,폐품,내구연한 경과,2019-04-02,2024-05-05,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201900532,2019-03-26,2860000,매각,중고품,구형화,2019-04-02,2021-09-02,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201900540,2019-03-26,2860000,폐기,폐품,내구연한 경과,2019-04-02,2023-03-24,10
4322260926066170,"라우터, Netgear, (US)PR60X",M202000546,2020-04-03,4856000,폐기,정비필요품,수리비용과다,2020-05-06,2024-11-23,6
4322260926066170,"라우터, Netgear, (US)PR60X",M202000550,2020-04-03,4856000,폐기,폐품,내구연한 경과,2020-05-06,2023-08-09,6
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201500586,2015-04-23,10163000,폐기,폐품,내구연한 경과,2015-04-28,2021-12-18,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201500589,2015-04-23,10163000,매각,중고품,구형화,2015-04-28,2020-10-10,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201500591,2015-04-23,10163000,폐기,폐품,내구연한 경과,2015-04-28,2021-05-18,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202100594,2021-01-16,6332000,폐기,폐품,내구연한 경과,2021-01-18,2025-05-14,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202100600,2021-01-16,6332000,멸실,폐품,내구연한 경과,2021-01-18,2022-11-23,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201800602,2018-09-06,9127000,폐기,정비필요품,수리비용과다,2018-10-25,2020-03-20,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201800605,2018-09-06,9127000,매각,중고품,구형화,2018-10-25,2021-01-03,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201800609,2018-09-06,9127000,폐기,정비필요품,수리비용과다,2018-10-25,2022-09-08,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201900619,2019-03-10,6390000,폐기,중고품,구형화,2019-04-20,2025-02-01,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201900622,2019-03-10,6390000,폐기,폐품,내구연한 경과,2019-04-20,2022-02-19,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201900627,2019-03-10,6390000,폐기,폐품,내구연한 경과,2019-04-20,2021-04-26,6
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201500631,2015-04-08,5527000,매각,중고품,활용부서부재,2015-04-14,2022-05-28,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201500632,2015-04-08,5527000,폐기,폐품,내구연한 경과,2015-04-14,2025-07-01,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201500635,2015-04-08,5527000,매각,중고품,활용부서부재,2015-04-14,2019-05-07,8
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201800656,2018-06-16,8709000,폐기,폐품,내구연한 경과,2018-06-20,2020-05-02,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201800657,2018-06-16,8709000,매각,중고품,활용부서부재,2018-06-20,2023-01-02,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201800658,2018-06-16,8709000,폐기,폐품,내구연한 경과,2018-06-20,2022-05-07,10
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202000661,2020-07-13,322000,폐기,정비필요품,수리비용과다,2020-07-19,2024-09-03,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M202000663,2020-07-13,322000,폐기,폐품,내구연한 경과,2020-07-19,2024-07-23,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201700672,2017-07-29,611000,폐기,정비필요품,수리비용과다,2017-08-30,2024-02-08,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201700674,2017-07-29,611000,매각,중고품,구형화,2017-08-30,2019-02-25,5
