G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,처분방식,물품상태,사유,정리일자,불용일자,내용연수
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201800140,2018-01-16,4562000,매각,중고품,활용부서부재,2018-02-19,2023-05-09,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201800141,2018-01-16,4562000,매각,폐품,내구연한 경과,2018-02-19,2023-06-13,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201800142,2018-01-16,4562000,매각,폐품,내구연한 경과,2018-02-19,2019-09-08,10
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201700145,2017-09-20,308000,도난,중고품,구형화,2017-09-27,2025-08-26,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201800149,2018-04-30,1547000,매각,폐품,내구연한 경과,2018-05-04,2025-02-04,6
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800172,2018-05-08,3798000,매각,정비필요품,수리비용과다,2018-06-12,2020-09-21,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800175,2018-05-08,3798000,매각,폐품,내구연한 경과,2018-06-12,2020-03-04,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800180,2018-05-08,3798000,매각,중고품,구형화,2018-06-12,2023-10-17,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800189,2018-05-08,3798000,매각,폐품,내구연한 경과,2018-06-12,2020-03-15,10
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202200199,2022-03-02,24930000,매각,폐품,내구연한 경과,2022-04-07,2025-02-05,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202200200,2022-03-02,24930000,매각,정비필요품,수리비용과다,2022-04-07,2024-03-21,7
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M202200204,2022-04-04,754000,매각,정비필요품,수리비용과다,2022-04-08,2023-11-26,10
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201500212,2015-10-04,4945000,매각,폐품,내구연한 경과,2015-11-24,2021-12-18,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201500213,2015-10-04,4945000,매각,폐품,내구연한 경과,2015-11-24,2023-12-12,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201500215,2015-10-04,4945000,폐기,중고품,활용부서부재,2015-11-24,2025-12-22,6
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201600223,2016-02-05,16264000,매각,폐품,내구연한 경과,2016-02-06,2024-12-07,7
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201500240,2015-12-15,3185000,폐기,중고품,구형화,2016-02-07,2020-08-24,6
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202000248,2020-07-01,25024000,매각,폐품,내구연한 경과,2020-07-07,2022-11-14,7
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201500253,2015-09-04,318000,매각,폐품,내구연한 경과,2015-10-18,2024-12-29,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201500254,2015-09-04,318000,매각,폐품,내구연한 경과,2015-10-18,2020-12-12,5
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201900268,2019-05-03,2561000,매각,폐품,내구연한 경과,2019-05-06,2021-09-04,8
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201500271,2015-03-13,2839000,매각,신품,활용부서부재,2015-03-16,2017-03-01,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201500273,2015-03-13,2839000,매각,정비필요품,수리비용과다,2015-03-16,2022-07-16,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202100278,2021-12-12,2812000,매각,중고품,구형화,2021-12-17,2024-03-18,6
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201700284,2017-05-05,181000,매각,정비필요품,수리비용과다,2017-05-06,2022-01-05,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202000293,2020-12-26,12254000,매각,중고품,활용부서부재,2021-02-19,2022-08-04,5
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201900322,2019-04-17,7793000,매각,정비필요품,수리비용과다,2019-04-19,2022-02-28,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201900325,2019-04-17,7793000,매각,정비필요품,수리비용과다,2019-04-19,2023-09-09,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201900326,2019-04-17,7793000,매각,폐품,내구연한 경과,2019-04-19,2024-06-24,10
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201800327,2018-07-26,1726000,매각,정비필요품,수리비용과다,2018-09-12,2020-10-29,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202100330,2021-12-01,2847000,매각,폐품,내구연한 경과,2021-12-06,2023-10-21,6
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201700339,2017-03-05,4103000,매각,폐품,내구연한 경과,2017-04-19,2021-04-25,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201700340,2017-03-05,4103000,매각,정비필요품,수리비용과다,2017-04-19,2022-06-01,10
5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201700353,2017-03-05,4103000,매각,정비필요품,수리비용과다,2017-04-19,2025-06-28,10
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201700358,2017-03-14,1839000,매각,중고품,구형화,2017-03-20,2024-06-29,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201700361,2017-03-14,1839000,매각,정비필요품,수리비용과다,2017-03-20,2018-06-15,5
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202000362,2020-03-02,7515000,매각,정비필요품,수리비용과다,2020-03-04,2023-12-21,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202000363,2020-03-02,7515000,매각,폐품,내구연한 경과,2020-03-04,2021-12-28,6
4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202000367,2020-03-02,7515000,매각,폐품,내구연한 경과,2020-03-04,2022-06-23,6
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M202200373,2022-09-08,2789000,매각,중고품,활용부서부재,2022-11-05,2025-11-07,5
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201700385,2017-02-09,799000,매각,중고품,구형화,2017-02-14,2020-05-18,10
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201700386,2017-02-09,799000,매각,폐품,내구연한 경과,2017-02-14,2025-10-27,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202000406,2020-11-18,10430000,매각,중고품,구형화,2020-12-25,2025-07-10,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202000409,2020-11-18,10430000,매각,중고품,구형화,2020-12-25,2022-06-03,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202000414,2020-11-18,10430000,매각,중고품,활용부서부재,2020-12-25,2025-02-05,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202000416,2020-11-18,10430000,매각,정비필요품,수리비용과다,2020-12-25,2022-10-22,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202000417,2020-11-18,10430000,매각,정비필요품,수리비용과다,2020-12-25,2022-05-09,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202000420,2020-11-18,10430000,매각,폐품,내구연한 경과,2020-12-25,2022-07-16,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202000422,2020-11-18,10430000,매각,정비필요품,수리비용과다,2020-12-25,2022-08-02,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202000423,2020-11-18,10430000,매각,정비필요품,수리비용과다,2020-12-25,2025-02-22,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202000430,2020-11-18,10430000,폐기,정비필요품,수리비용과다,2020-12-25,2025-11-01,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202000432,2020-11-18,10430000,매각,폐품,내구연한 경과,2020-12-25,2025-05-03,10
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201800435,2018-11-08,2224000,매각,폐품,내구연한 경과,2018-11-12,2025-06-12,5
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201500447,2015-06-05,2086000,매각,중고품,구형화,2015-06-08,2024-06-17,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201600457,2016-06-21,11675000,매각,정비필요품,수리비용과다,2016-06-26,2024-07-10,5
4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201600463,2016-06-21,11675000,매각,폐품,내구연한 경과,2016-06-26,2020-08-09,5
4322260926066170,"라우터, Netgear, (US)PR60X",M201700486,2017-03-20,2128000,매각,폐품,내구연한 경과,2017-03-25,2023-11-18,6
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800490,2018-09-10,5410000,매각,폐품,내구연한 경과,2018-09-16,2024-06-14,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800491,2018-09-10,5410000,매각,정비필요품,수리비용과다,2018-09-16,2023-08-01,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800494,2018-09-10,5410000,매각,정비필요품,수리비용과다,2018-09-16,2024-05-23,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800499,2018-09-10,5410000,매각,폐품,내구연한 경과,2018-09-16,2020-11-02,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800501,2018-09-10,5410000,매각,중고품,구형화,2018-09-16,2025-07-08,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800503,2018-09-10,5410000,매각,중고품,구형화,2018-09-16,2023-11-21,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800505,2018-09-10,5410000,매각,폐품,내구연한 경과,2018-09-16,2020-08-18,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800511,2018-09-10,5410000,매각,폐품,내구연한 경과,2018-09-16,2021-09-09,10
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202000518,2020-05-09,1840000,매각,폐품,내구연한 경과,2020-06-21,2024-09-05,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202000519,2020-05-09,1840000,도난,폐품,내구연한 경과,2020-06-21,2023-02-05,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M202000520,2020-05-09,1840000,폐기,중고품,활용부서부재,2020-06-21,2024-07-09,8
4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M202000524,2020-07-27,267000,매각,정비필요품,수리비용과다,2020-08-01,2023-12-31,5
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201800525,2018-04-25,3738000,매각,폐품,내구연한 경과,2018-05-02,2021-04-13,8
4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201800530,2018-04-25,3738000,매각,중고품,활용부서부재,2018-05-02,2025-05-14,8
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900533,2019-08-05,5352000,매각,정비필요품,수리비용과다,2019-09-19,2024-01-25,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900536,2019-08-05,5352000,매각,폐품,내구연한 경과,2019-09-19,2024-08-17,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900539,2019-08-05,5352000,매각,폐품,내구연한 경과,2019-09-19,2024-02-04,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900541,2019-08-05,5352000,매각,중고품,활용부서부재,2019-09-19,2022-02-03,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900542,2019-08-05,5352000,매각,중고품,구형화,2019-09-19,2023-10-20,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900545,2019-08-05,5352000,매각,폐품,내구연한 경과,2019-09-19,2024-01-24,10
4322261025578661,"허브, Belkin, (US)INC002, 7port",M201700549,2017-10-12,692000,매각,폐품,내구연한 경과,2017-11-29,2024-01-06,5
4322261025578661,"허브, Belkin, (US)INC002, 7port",M201700551,2017-10-12,692000,도난,중고품,구형화,2017-11-29,2020-05-26,5
4322261025578661,"허브, Belkin, (US)INC002, 7port",M201700552,2017-10-12,692000,매각,폐품,내구연한 경과,2017-11-29,2021-07-09,5
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202100565,2021-06-27,8985000,매각,정비필요품,수리비용과다,2021-07-30,2023-10-15,7
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201500570,2015-06-25,223000,매각,중고품,활용부서부재,2015-06-28,2019-11-08,5
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201900573,2019-01-29,940000,매각,중고품,활용부서부재,2019-03-23,2024-08-11,10
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201900574,2019-01-29,940000,매각,중고품,구형화,2019-03-23,2023-04-20,10
5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201900576,2019-01-29,940000,매각,폐품,내구연한 경과,2019-03-23,2020-07-28,10
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201600577,2016-08-13,452000,매각,폐품,내구연한 경과,2016-08-20,2019-05-29,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201600578,2016-08-13,452000,매각,폐품,내구연한 경과,2016-08-20,2023-09-29,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201600579,2016-08-13,452000,매각,중고품,구형화,2016-08-20,2020-06-07,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201600581,2016-08-13,452000,매각,정비필요품,수리비용과다,2016-08-20,2021-05-20,5
4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201600582,2016-08-13,452000,매각,정비필요품,수리비용과다,2016-08-20,2022-09-23,5
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201800585,2018-10-30,1491000,매각,중고품,구형화,2018-11-04,2022-04-11,5
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201800586,2018-10-30,1491000,매각,폐품,내구연한 경과,2018-11-04,2021-10-31,5
4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201800587,2018-10-30,1491000,매각,폐품,내구연한 경과,2018-11-04,2023-07-07,5
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201900588,2019-01-31,5189000,폐기,중고품,구형화,2019-03-22,2024-03-30,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201900590,2019-01-31,5189000,매각,폐품,내구연한 경과,2019-03-22,2025-10-12,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201900591,2019-01-31,5189000,매각,폐품,내구연한 경과,2019-03-22,2021-06-23,10
4322261025578661,"허브, Belkin, (US)INC002, 7port",M202200595,2022-07-16,360000,매각,폐품,내구연한 경과,2022-09-02,2025-08-29,5
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201500612,2015-03-17,7828000,매각,폐품,내구연한 경과,2015-03-24,2017-12-24,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201500613,2015-03-17,7828000,매각,폐품,내구연한 경과,2015-03-24,2022-11-05,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201500614,2015-03-17,7828000,매각,중고품,구형화,2015-03-24,2018-06-01,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201500615,2015-03-17,7828000,매각,중고품,구형화,2015-03-24,2019-09-15,10
5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201500616,2015-03-17,7828000,매각,폐품,내구연한 경과,2015-03-24,2020-05-05,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201500630,2015-01-04,5480000,매각,중고품,구형화,2015-01-10,2023-03-11,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201500632,2015-01-04,5480000,매각,중고품,구형화,2015-01-10,2019-01-02,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201500634,2015-01-04,5480000,매각,중고품,구형화,2015-01-10,2019-04-21,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201500635,2015-01-04,5480000,매각,중고품,구형화,2015-01-10,2020-02-25,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201500640,2015-01-04,5480000,매각,중고품,구형화,2015-01-10,2020-01-10,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201500645,2015-01-04,5480000,매각,정비필요품,수리비용과다,2015-01-10,2025-07-29,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201500646,2015-01-04,5480000,매각,폐품,내구연한 경과,2015-01-10,2020-07-12,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201500650,2015-01-04,5480000,매각,폐품,내구연한 경과,2015-01-10,2017-07-26,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201500654,2015-01-04,5480000,매각,중고품,구형화,2015-01-10,2025-03-27,10
5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201500656,2015-01-04,5480000,도난,중고품,활용부서부재,2015-01-10,2024-09-26,10
4322260926066170,"라우터, Netgear, (US)PR60X",M201700660,2017-01-26,3576000,매각,정비필요품,수리비용과다,2017-03-14,2021-01-02,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201700661,2017-01-26,3576000,매각,중고품,활용부서부재,2017-03-14,2020-11-28,6
4322260926066170,"라우터, Netgear, (US)PR60X",M201900663,2019-06-28,506000,매각,정비필요품,수리비용과다,2019-08-11,2025-10-22,6
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201700665,2017-03-12,31076000,매각,신품,활용부서부재,2017-03-17,2018-06-27,7
4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201700671,2017-03-12,31076000,매각,폐품,내구연한 경과,2017-03-17,2024-07-14,7
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201600684,2016-03-03,17428000,매각,폐품,내구연한 경과,2016-03-09,2025-11-06,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201600686,2016-03-03,17428000,매각,폐품,내구연한 경과,2016-03-09,2020-02-20,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201600689,2016-03-03,17428000,매각,정비필요품,수리비용과다,2016-03-09,2024-11-12,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201600690,2016-03-03,17428000,매각,정비필요품,수리비용과다,2016-03-09,2021-08-03,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201600697,2016-03-03,17428000,매각,폐품,내구연한 경과,2016-03-09,2025-04-27,10
5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201600706,2016-03-03,17428000,매각,폐품,내구연한 경과,2016-03-09,2021-04-08,10
