G2B_목록번호,G2B_목록명,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,수량
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-06-06,5040000,2015-06-07,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-06-06,5040000,2015-06-07,글로벌문화통상대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-06-24,3211000,2015-06-30,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-06-24,3211000,2015-06-30,글로벌문화통상대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-07-12,1593000,2015-07-15,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-07-12,1593000,2015-07-15,소프트웨어융합대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-07-30,1600000,2015-08-01,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-07-30,1600000,2015-08-01,글로벌문화통상대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-08-18,3041000,2015-10-09,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-08-18,3041000,2015-10-09,글로벌문화통상대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-10-20,4055000,2015-12-19,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-10-20,4055000,2015-12-19,공학대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-12,6931000,2016-01-17,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-12,6931000,2016-01-17,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-12,6931000,2016-01-17,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-12,6931000,2016-01-17,글로벌문화통상대학RC행정팀(ERICA),운용,6,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-27,2766000,2015-12-28,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2015-12-27,2766000,2015-12-28,경상대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-01-03,2302000,2016-02-20,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-01-03,2302000,2016-02-20,공학대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-01-20,2412000,2016-01-21,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-01-20,2412000,2016-01-21,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-01-20,2412000,2016-01-21,소프트웨어융합대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-01-31,1554000,2016-02-02,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-01-31,1554000,2016-02-02,경상대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-02,760000,2016-03-16,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-03,4191000,2016-04-01,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-03,4191000,2016-04-01,소프트웨어융합대학RC행정팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-07,7438000,2016-03-31,,반납,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-07,7438000,2016-03-31,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-07,7438000,2016-03-31,경상대학RC행정팀(ERICA),운용,6,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-21,4491000,2016-02-23,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-21,4491000,2016-02-23,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-21,4491000,2016-02-23,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-02-21,4491000,2016-02-23,공학대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-07,5822000,2016-05-05,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-07,5822000,2016-05-05,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-07,5822000,2016-05-05,,처분,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-07,5822000,2016-05-05,시설팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-10,3486000,2016-04-30,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-10,3486000,2016-04-30,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-10,3486000,2016-04-30,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-10,3486000,2016-04-30,글로벌문화통상대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-11,6598000,2016-03-14,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-11,6598000,2016-03-14,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-11,6598000,2016-03-14,,처분,6,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-11,6598000,2016-03-14,시설팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-17,3794000,2016-03-18,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-17,3794000,2016-03-18,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-03-17,3794000,2016-03-18,시설팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-04-14,5085000,2016-05-27,,반납,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-04-14,5085000,2016-05-27,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-04-14,5085000,2016-05-27,학생지원팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-05-22,4665000,2016-07-16,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-05-22,4665000,2016-07-16,시설팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-05-24,6419000,2016-07-20,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-05-24,6419000,2016-07-20,,처분,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-05-24,6419000,2016-07-20,소프트웨어융합대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-05-27,791000,2016-06-27,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-07-14,3106000,2016-08-28,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-07-14,3106000,2016-08-28,글로벌문화통상대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-07-23,8167000,2016-07-24,,반납,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-07-23,8167000,2016-07-24,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-07-23,8167000,2016-07-24,,처분,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-07-23,8167000,2016-07-24,공학대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-07-29,3886000,2016-09-11,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-07-29,3886000,2016-09-11,공학대학RC행정팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-08-08,4593000,2016-08-15,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-08-08,4593000,2016-08-15,,처분,6,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-08-13,6569000,2016-08-14,,불용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-08-13,6569000,2016-08-14,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-08-13,6569000,2016-08-14,경상대학RC행정팀(ERICA),운용,6,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-08-31,7757000,2016-09-03,,반납,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-08-31,7757000,2016-09-03,,처분,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-08-31,7757000,2016-09-03,글로벌문화통상대학RC행정팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-09-01,6919000,2016-10-30,,반납,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-09-01,6919000,2016-10-30,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-09-01,6919000,2016-10-30,소프트웨어융합대학RC행정팀(ERICA),운용,6,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-09-12,2826000,2016-09-19,학생지원팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-09-13,737000,2016-09-19,공학대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-10-07,1602000,2016-11-15,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-10-07,1602000,2016-11-15,학생지원팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-10-27,740000,2016-11-28,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-10-31,1366000,2016-11-05,소프트웨어융합대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-01,4554000,2016-11-02,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-01,4554000,2016-11-02,,처분,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-01,4554000,2016-11-02,경상대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-18,6840000,2016-11-19,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-18,6840000,2016-11-19,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-18,6840000,2016-11-19,,처분,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-18,6840000,2016-11-19,시설팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-23,6030000,2017-01-03,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-23,6030000,2017-01-03,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-23,6030000,2017-01-03,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-11-23,6030000,2017-01-03,학생지원팀(ERICA),운용,6,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-12-01,4600000,2016-12-08,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-12-01,4600000,2016-12-08,학생지원팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-12-03,2755000,2017-01-22,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-12-03,2755000,2017-01-22,글로벌문화통상대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-12-25,2125000,2017-02-10,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2016-12-25,2125000,2017-02-10,시설팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-01-07,787000,2017-03-08,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-01-15,6097000,2017-01-17,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-01-15,6097000,2017-01-17,,처분,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-01-15,6097000,2017-01-17,소프트웨어융합대학RC행정팀(ERICA),운용,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-02-13,6715000,2017-03-21,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-02-13,6715000,2017-03-21,,처분,6,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-02-13,6715000,2017-03-21,글로벌문화통상대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-08,2265000,2017-03-14,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-08,2265000,2017-03-14,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-08,2265000,2017-03-14,시설팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-08,4087000,2017-03-09,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-08,4087000,2017-03-09,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-08,4087000,2017-03-09,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-08,4087000,2017-03-09,글로벌문화통상대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-11,2279000,2017-03-15,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-11,2279000,2017-03-15,공학대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-17,1521000,2017-03-23,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-17,1521000,2017-03-23,시설팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-19,3491000,2017-04-23,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-19,3491000,2017-04-23,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-19,3491000,2017-04-23,시설팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-25,3191000,2017-03-27,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-25,3191000,2017-03-27,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-25,3191000,2017-03-27,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-03-25,3191000,2017-03-27,소프트웨어융합대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-04-23,2435000,2017-04-29,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-04-23,2435000,2017-04-29,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-04-23,2435000,2017-04-29,공학대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-04-23,3616000,2017-05-31,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-04-23,3616000,2017-05-31,공학대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-05-30,2447000,2017-07-04,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-05-30,2447000,2017-07-04,학생지원팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-06-18,1536000,2017-06-21,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-07-01,2381000,2017-07-02,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-07-01,2381000,2017-07-02,소프트웨어융합대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-07-06,7093000,2017-08-26,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-07-06,7093000,2017-08-26,,처분,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-07-06,7093000,2017-08-26,글로벌문화통상대학RC행정팀(ERICA),운용,6,6
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-07-13,5822000,2017-09-08,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-07-13,5822000,2017-09-08,소프트웨어융합대학RC행정팀(ERICA),운용,6,7
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-07-14,3141000,2017-08-22,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-07-14,3141000,2017-08-22,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-07-14,3141000,2017-08-22,학생지원팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-07-25,705000,2017-07-28,소프트웨어융합대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-07-30,3189000,2017-09-08,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-07-30,3189000,2017-09-08,소프트웨어융합대학RC행정팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-08-27,7199000,2017-08-29,,반납,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-08-27,7199000,2017-08-29,,처분,6,5
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-08-27,7199000,2017-08-29,학생지원팀(ERICA),운용,6,3
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-08-31,3271000,2017-10-23,,반납,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-08-31,3271000,2017-10-23,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-08-31,3271000,2017-10-23,,처분,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-09-07,1428000,2017-09-09,,불용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-09-07,1428000,2017-09-09,소프트웨어융합대학RC행정팀(ERICA),운용,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-09-21,7779000,2017-11-09,,반납,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-09-21,7779000,2017-11-09,,처분,6,4
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-09-21,7779000,2017-11-09,소프트웨어융합대학RC행정팀(ERICA),운용,6,2
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-09-26,1582000,2017-09-30,,처분,6,1
4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",2017-09-26,1582000,2017-09-30,공학대학RC행정팀(ERICA),운용,6,1
