불용일자,불용확정일자,등록자ID,등록자명,승인상태,G2B_목록번호,G2B_목록명,물품고유번호,취득일자,취득금액,정리일자,운용부서,운용상태,내용연수,물품상태,사유
2018-04-23,2018-05-20,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800281,2018-01-20,4920000,2018-01-27,공학대학RC행정팀(ERICA),운용,10,폐품,직권 불용(파손/노후)
2024-10-16,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800286,2018-01-20,4920000,2018-01-27,,반납,10,중고품,구형화
2025-04-27,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201800289,2018-01-20,4920000,2018-01-27,,반납,10,폐품,내구연한 경과
2017-01-26,2017-02-14,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201600297,2016-06-04,4766000,2016-06-15,,반납,10,폐품,내구연한 경과
2025-02-28,,hyl0610,황팀장,대기,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201700310,2017-05-07,2176000,2017-05-13,,반납,10,폐품,내구연한 경과
2018-05-09,2018-06-01,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201700312,2017-05-07,2176000,2017-05-13,,반납,10,폐품,내구연한 경과
2018-03-31,2018-04-21,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201700315,2017-05-07,2176000,2017-05-13,,반납,10,폐품,내구연한 경과
2024-12-28,,hyl0610,황팀장,대기,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201700317,2017-05-07,2176000,2017-05-13,,반납,10,정비필요품,수리비용과다
2016-04-11,2016-04-28,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201500350,2015-08-14,546000,2015-08-27,,반납,10,폐품,내구연한 경과
2026-01-08,,hyl0610,황팀장,대기,4322260926066170,"라우터, Netgear, (US)PR60X",M201600375,2016-09-05,2166000,2016-09-11,,반납,6,정비필요품,수리비용과다
2016-11-18,2016-12-07,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201600376,2016-09-05,2166000,2016-09-11,소프트웨어융합대학RC행정팀(ERICA),운용,6,폐품,직권 불용(파손/노후)
2021-03-28,2021-04-20,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M202000397,2020-03-23,6408000,2020-03-30,,반납,6,정비필요품,수리비용과다
2021-04-15,2021-05-06,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202000407,2020-11-12,8347000,2020-11-21,,반납,6,정비필요품,수리비용과다
2021-06-25,2021-07-10,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202000410,2020-11-12,8347000,2020-11-21,,반납,6,폐품,내구연한 경과
2021-11-11,2021-12-02,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202000414,2020-11-12,8347000,2020-11-21,,반납,6,폐품,내구연한 경과
2025-03-16,,hyl0610,황팀장,대기,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201800437,2018-02-18,3470000,2018-02-23,,반납,8,정비필요품,수리비용과다
2024-10-05,,hyl0610,황팀장,대기,4322260926066170,"라우터, Netgear, (US)PR60X",M201800456,2018-09-18,4599000,2018-09-23,,반납,6,정비필요품,수리비용과다
2025-04-06,,hyl0610,황팀장,대기,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201900494,2019-01-23,8198000,2019-01-26,,반납,6,폐품,내구연한 경과
2019-06-23,2019-07-11,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201900504,2019-03-29,21791000,2019-04-08,,반납,7,정비필요품,수리비용과다
2025-04-25,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201600529,2016-12-28,10051000,2017-01-04,,반납,10,정비필요품,수리비용과다
2017-03-27,2017-04-23,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201600553,2016-12-28,10051000,2017-01-04,글로벌문화통상대학RC행정팀(ERICA),운용,10,폐품,직권 불용(파손/노후)
2017-07-03,2017-07-20,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201600565,2016-12-28,10051000,2017-01-04,,반납,10,정비필요품,수리비용과다
2017-03-30,2017-04-25,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201600570,2016-12-28,10051000,2017-01-04,,반납,10,정비필요품,수리비용과다
2024-12-31,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900574,2019-09-05,5927000,2019-09-10,,반납,10,신품,활용부서부재
2020-02-20,2020-03-19,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900580,2019-09-05,5927000,2019-09-10,,반납,10,폐품,내구연한 경과
2024-11-24,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201900594,2019-09-05,5927000,2019-09-10,,반납,10,정비필요품,수리비용과다
2020-10-15,2020-11-14,hyl0610,황팀장,확정,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201900614,2019-11-27,874000,2019-12-03,,반납,10,폐품,내구연한 경과
2025-12-21,,hyl0610,황팀장,대기,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201800627,2018-04-17,1903000,2018-04-30,,반납,5,폐품,내구연한 경과
2016-03-11,2016-03-26,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201500633,2015-10-21,2288000,2015-10-31,,반납,10,정비필요품,수리비용과다
2025-01-03,,hyl0610,황팀장,대기,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201500634,2015-10-21,2288000,2015-10-31,소프트웨어융합대학RC행정팀(ERICA),운용,10,폐품,직권 불용(파손/노후)
2025-03-03,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201900662,2019-09-04,2401000,2019-09-13,,반납,10,폐품,내구연한 경과
2021-02-08,2021-02-27,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000665,2020-09-11,8906000,2020-09-17,,반납,10,중고품,활용부서부재
2025-04-15,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000672,2020-09-11,8906000,2020-09-17,,반납,10,폐품,내구연한 경과
2021-08-07,2021-08-30,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000678,2020-09-11,8906000,2020-09-17,,반납,10,정비필요품,수리비용과다
2025-06-29,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000681,2020-09-11,8906000,2020-09-17,,반납,10,폐품,내구연한 경과
2021-09-11,2021-09-25,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000690,2020-09-11,8906000,2020-09-17,,반납,10,폐품,내구연한 경과
2021-03-09,2021-04-07,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000700,2020-09-11,8906000,2020-09-17,,반납,10,정비필요품,수리비용과다
2020-12-27,2021-01-10,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000701,2020-09-11,8906000,2020-09-17,,반납,10,폐품,내구연한 경과
2021-05-24,,hyl0610,황팀장,반려,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000708,2020-09-11,8906000,2020-09-17,,반납,10,정비필요품,수리비용과다
2021-03-03,2021-03-27,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202000710,2020-09-11,8906000,2020-09-17,,반납,10,정비필요품,수리비용과다
2018-10-16,2018-10-31,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M201800714,2018-04-04,4908000,2018-04-08,,반납,5,정비필요품,수리비용과다
2019-03-06,,hyl0610,황팀장,반려,5610159725964887,"서랍형수납장, 라온시스템가구, D-400-60-2, 500×400×558mm",M201800787,2018-04-27,741000,2018-05-08,,반납,10,폐품,내구연한 경과
2024-10-21,,hyl0610,황팀장,대기,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M201800809,2018-10-12,18180000,2018-10-15,,반납,7,정비필요품,수리비용과다
2022-07-01,2022-07-27,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202100813,2021-11-03,5093000,2021-11-16,,반납,6,정비필요품,수리비용과다
2022-12-05,2023-01-03,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202100818,2021-11-03,5093000,2021-11-16,,반납,6,폐품,내구연한 경과
2025-08-25,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201700844,2017-06-12,1767000,2017-06-26,,반납,10,정비필요품,수리비용과다
2025-07-30,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201500864,2015-12-01,6868000,2015-12-04,,반납,6,정비필요품,수리비용과다
2016-06-14,2016-07-02,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201500868,2015-12-01,6868000,2015-12-04,,반납,6,정비필요품,수리비용과다
2023-05-04,2023-05-24,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M202300879,2023-01-02,2973000,2023-01-05,,반납,6,폐품,내구연한 경과
2020-11-12,2020-12-03,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900898,2019-11-17,10796000,2019-11-30,,반납,10,폐품,내구연한 경과
2020-06-02,2020-06-22,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900902,2019-11-17,10796000,2019-11-30,,반납,10,폐품,내구연한 경과
2025-05-03,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201900903,2019-11-17,10796000,2019-11-30,,반납,10,폐품,내구연한 경과
2021-04-18,2021-05-10,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M202100924,2021-02-11,8443000,2021-02-14,,반납,10,정비필요품,수리비용과다
2015-10-19,2015-11-09,hyl0610,황팀장,확정,4321210525911926,"레이저프린터, Ricoh, (CN)P 310, A4/흑백/32ppm",M201500989,2015-05-19,2047000,2015-06-01,,반납,5,폐품,내구연한 경과
2021-06-04,,hyl0610,황팀장,반려,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202100994,2021-01-10,5791000,2021-01-22,,반납,7,정비필요품,수리비용과다
2021-03-31,2021-04-17,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202001020,2020-12-17,5232000,2020-12-26,,반납,6,정비필요품,수리비용과다
2021-06-01,2021-06-30,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202001025,2020-12-17,5232000,2020-12-26,,반납,6,정비필요품,수리비용과다
2015-07-07,2015-07-31,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201501048,2015-04-08,11362000,2015-04-12,시설팀(ERICA),운용,6,폐품,직권 불용(파손/노후)
2017-07-09,2017-08-04,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201601060,2016-10-16,9845000,2016-10-22,,반납,6,폐품,내구연한 경과
2017-02-01,2017-03-02,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201601063,2016-10-16,9845000,2016-10-22,,반납,6,중고품,구형화
2020-04-17,2020-05-13,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201901065,2019-05-08,2615000,2019-05-11,,반납,10,폐품,내구연한 경과
2025-04-25,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M201901074,2019-05-08,2615000,2019-05-11,,반납,10,폐품,내구연한 경과
2025-03-26,,hyl0610,황팀장,대기,4410160126057578,"종이절단기, Siser north america, (CN)Romeo, 920×180×200mm",M201801100,2018-12-16,6390000,2018-12-23,,반납,8,폐품,내구연한 경과
2017-11-06,,hyl0610,황팀장,반려,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201601104,2016-12-29,6522000,2017-01-01,,반납,6,중고품,활용부서부재
2025-07-08,,hyl0610,황팀장,대기,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201601105,2016-12-29,6522000,2017-01-01,,반납,6,폐품,내구연한 경과
2017-08-25,2017-09-19,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201601108,2016-12-29,6522000,2017-01-01,,반납,6,중고품,활용부서부재
2017-03-26,2017-04-12,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M201601109,2016-12-29,6522000,2017-01-01,학생지원팀(ERICA),운용,6,폐품,직권 불용(파손/노후)
2015-07-18,2015-08-12,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M201501121,2015-03-10,2478000,2015-03-24,,반납,10,중고품,활용부서부재
2025-08-05,,hyl0610,황팀장,대기,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201701124,2017-06-12,378000,2017-06-22,시설팀(ERICA),운용,4,폐품,직권 불용(파손/노후)
2017-10-03,2017-10-25,hyl0610,황팀장,확정,4320200525605835,"플래시메모리저장장치, Sandisk, (CN)EXTREME PRO SDXC, 64GB",M201701125,2017-06-12,378000,2017-06-22,,반납,4,폐품,내구연한 경과
2017-05-10,2017-05-26,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201701132,2017-01-07,2131000,2017-01-14,학생지원팀(ERICA),운용,6,폐품,직권 불용(파손/노후)
2017-05-16,2017-06-15,hyl0610,황팀장,확정,4320180326048280,"하드디스크드라이브, Lenovo, (CN)4XB7A88027, 22TB",M201701134,2017-01-07,2131000,2017-01-14,학생지원팀(ERICA),운용,6,폐품,직권 불용(파손/노후)
2021-04-24,2021-05-21,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M202001224,2020-09-09,2221000,2020-09-15,,반납,10,정비필요품,수리비용과다
2017-10-14,2017-11-05,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201701227,2017-08-06,3023000,2017-08-18,,반납,6,정비필요품,수리비용과다
2017-09-28,2017-10-28,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201701238,2017-03-15,15267000,2017-03-23,,반납,10,정비필요품,수리비용과다
2017-07-10,2017-07-25,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201701246,2017-03-15,15267000,2017-03-23,,반납,10,폐품,내구연한 경과
2018-03-02,2018-03-24,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201701247,2017-03-15,15267000,2017-03-23,,반납,10,중고품,활용부서부재
2017-07-05,2017-07-23,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201701253,2017-03-15,15267000,2017-03-23,소프트웨어융합대학RC행정팀(ERICA),운용,10,폐품,직권 불용(파손/노후)
2024-10-15,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201701255,2017-03-15,15267000,2017-03-23,소프트웨어융합대학RC행정팀(ERICA),운용,10,폐품,직권 불용(파손/노후)
2025-08-13,,hyl0610,황팀장,대기,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201701259,2017-03-15,15267000,2017-03-23,,반납,10,정비필요품,수리비용과다
2017-07-02,2017-07-29,hyl0610,황팀장,확정,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201701262,2017-03-15,15267000,2017-03-23,소프트웨어융합대학RC행정팀(ERICA),운용,10,폐품,직권 불용(파손/노후)
2017-05-25,,hyl0610,황팀장,반려,5610170326113315,"책상, 신흥, SH-DEAGB11, 1180×780×600~1130mm, 1인용",M201701279,2017-03-15,15267000,2017-03-23,소프트웨어융합대학RC행정팀(ERICA),운용,10,폐품,직권 불용(파손/노후)
2015-07-03,2015-07-26,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201501282,2015-02-24,941000,2015-03-01,,반납,5,정비필요품,수리비용과다
2015-05-14,2015-06-07,hyl0610,황팀장,확정,4322261025578661,"허브, Belkin, (US)INC002, 7port",M201501288,2015-02-24,941000,2015-03-01,,반납,5,폐품,내구연한 경과
2018-01-16,2018-02-08,hyl0610,황팀장,확정,4322260926066170,"라우터, Netgear, (US)PR60X",M201701305,2017-05-17,4648000,2017-05-26,,반납,6,폐품,내구연한 경과
2022-09-05,2022-09-30,hyl0610,황팀장,확정,4321150726111329,"데스크톱컴퓨터, 한성컴퓨터, K15-5B71651V0, (내)Ultra 5 235(3.4GHz)/(외)Ultra 5 225(3.3GHz)",M202201309,2022-04-22,8882000,2022-05-06,,반납,5,정비필요품,수리비용과다
2023-07-18,2023-08-07,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202201334,2022-07-28,10650000,2022-08-09,,반납,10,중고품,구형화
2025-01-17,,hyl0610,황팀장,대기,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202201337,2022-07-28,10650000,2022-08-09,,반납,10,중고품,구형화
2023-09-12,2023-10-05,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202201344,2022-07-28,10650000,2022-08-09,,반납,10,중고품,활용부서부재
2023-03-28,2023-04-15,hyl0610,황팀장,확정,5611210226112769,"작업용의자, 에코우드, ECO-L003H, 610×680×1185mm",M202201350,2022-07-28,10650000,2022-08-09,,반납,10,폐품,내구연한 경과
2018-08-17,2018-09-04,hyl0610,황팀장,확정,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201701392,2017-08-09,3615000,2017-08-19,,반납,6,정비필요품,수리비용과다
2020-09-28,2020-10-12,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202001408,2020-03-09,5946000,2020-03-23,,반납,10,중고품,활용부서부재
2020-12-10,2021-01-04,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202001418,2020-03-09,5946000,2020-03-23,,반납,10,폐품,내구연한 경과
2025-03-10,,hyl0610,황팀장,대기,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202001419,2020-03-09,5946000,2020-03-23,,반납,10,폐품,내구연한 경과
2020-11-15,2020-12-04,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202001424,2020-03-09,5946000,2020-03-23,,반납,10,정비필요품,수리비용과다
2021-02-28,2021-03-25,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202001430,2020-03-09,5946000,2020-03-23,,반납,10,중고품,활용부서부재
2020-12-31,2021-01-16,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202001431,2020-03-09,5946000,2020-03-23,,반납,10,폐품,내구연한 경과
2017-12-30,2018-01-20,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201701434,2017-06-12,2457000,2017-06-17,,반납,10,폐품,내구연한 경과
2017-08-14,2017-09-08,hyl0610,황팀장,확정,5612179825656485,"칠판보조장, 정운시스템, JWBB18212, (부품)전자칠판거치판, 1800×235×1200mm",M201701435,2017-06-12,2457000,2017-06-17,공학대학RC행정팀(ERICA),운용,10,폐품,직권 불용(파손/노후)
2021-10-01,2021-10-15,hyl0610,황팀장,확정,4411191126082440,"인터랙티브화이트보드, 보성전자, BSI-P24K, 59.94cm, 전자유도방식/전자펜/전자교탁형",M202101445,2021-01-15,18543000,2021-01-20,,반납,7,정비필요품,수리비용과다
2023-03-17,2023-04-14,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202201470,2022-09-01,7394000,2022-09-05,,반납,10,정비필요품,수리비용과다
2023-06-08,2023-07-01,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202201478,2022-09-01,7394000,2022-09-05,,반납,10,정비필요품,수리비용과다
2023-05-11,2023-05-29,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202201489,2022-09-01,7394000,2022-09-05,,반납,10,폐품,내구연한 경과
2023-08-17,2023-09-10,hyl0610,황팀장,확정,5611210824928465,"책걸상, 의자공장 플러스, PLU-PL01, 575×700×830mm",M202201492,2022-09-01,7394000,2022-09-05,,반납,10,폐품,내구연한 경과
2021-09-21,2021-10-09,hyl0610,황팀장,확정,4321171126101603,"스캐너, Kodak alaris, (CN)E1040, 600dpi",M202101499,2021-01-01,7212000,2021-01-09,,반납,6,폐품,내구연한 경과
2025-04-18,,hyl0610,황팀장,대기,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201801559,2018-04-08,488000,2018-04-20,,반납,5,폐품,내구연한 경과
2018-12-10,2018-12-31,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201801560,2018-04-08,488000,2018-04-20,,반납,5,폐품,내구연한 경과
2018-07-01,2018-07-31,hyl0610,황팀장,확정,4511160125414806,"포인터, 초이스테크놀로지, XPM180Y, 유효거리 50m",M201801563,2018-04-08,488000,2018-04-20,,반납,5,폐품,내구연한 경과
2017-10-25,2017-11-19,hyl0610,황팀장,확정,4321190226108810,"액정모니터, 알파스캔디스플레이, (CN)16T20, 39.5cm",M201601573,2016-11-01,2155000,2016-11-08,,반납,5,정비필요품,수리비용과다
2025-09-30,,hyl0610,황팀장,대기,4321150326103121,"노트북컴퓨터, Asus, (CN)B3605CCA-CP0004X, Intel Core Ultra 7 255H(2GHz), 액세사리별도",M201901609,2019-11-26,5798000,2019-12-10,,반납,6,폐품,내구연한 경과
